115,3,4,95,31,127,-1,-1,-1,-1
116,3,12,96,32,133,-1,-1,-1,-1
117,3,6,92,31,127,-1,-1,-1,-1
118,3,7,89,31,128,-1,-1,-1,-1
119,3,10,92,33,131,-1,-1,-1,-1
120,3,14,100,34,135,-1,-1,-1,-1
121,3,18,90,33,135,-1,-1,-1,-1
122,3,21,98,33,132,-1,-1,-1,-1
123,3,19,90,32,129,-1,-1,-1,-1
124,3,22,86,32,127,-1,-1,-1,-1
125,3,32,93,33,128,-1,-1,-1,-1
126,3,35,94,33,126,-1,-1,-1,-1
127,3,35,96,35,125,-1,-1,-1,-1
128,3,36,96,34,117,-1,-1,-1,-1
129,3,40,89,37,121,-1,-1,-1,-1
130,3,39,90,38,123,-1,-1,-1,-1
131,3,38,88,40,126,-1,-1,-1,-1
132,3,42,88,41,128,-1,-1,-1,-1
133,3,42,88,40,127,-1,-1,-1,-1
134,3,50,87,40,127,-1,-1,-1,-1
135,3,49,84,38,125,-1,-1,-1,-1
136,3,54,86,38,126,-1,-1,-1,-1
137,3,55,90,36,123,-1,-1,-1,-1
138,3,57,88,36,119,-1,-1,-1,-1
139,3,60,83,35,118,-1,-1,-1,-1
140,3,64,87,35,116,-1,-1,-1,-1
141,3,65,85,36,116,-1,-1,-1,-1
142,3,77,88,35,116,-1,-1,-1,-1
143,3,75,90,37,116,-1,-1,-1,-1
144,3,70,83,38,121,-1,-1,-1,-1
145,3,72,77,38,124,-1,-1,-1,-1
146,3,73,84,37,119,-1,-1,-1,-1
147,3,77,81,36,118,-1,-1,-1,-1
148,3,82,80,35,117,-1,-1,-1,-1
149,3,81,80,34,116,-1,-1,-1,-1
150,3,83,78,34,118,-1,-1,-1,-1
151,3,85,79,35,120,-1,-1,-1,-1
152,3,92,80,35,120,-1,-1,-1,-1
153,3,91,78,34,119,-1,-1,-1,-1
154,3,96,79,34,114,-1,-1,-1,-1
155,3,100,80,34,112,-1,-1,-1,-1
156,3,101,79,34,112,-1,-1,-1,-1
157,3,102,81,35,113,-1,-1,-1,-1
158,3,107,80,35,112,-1,-1,-1,-1
159,3,103,80,35,112,-1,-1,-1,-1
160,3,103,84,35,110,-1,-1,-1,-1
161,3,106,83,34,106,-1,-1,-1,-1
162,3,109,82,35,107,-1,-1,-1,-1
163,3,112,80,36,115,-1,-1,-1,-1
164,3,114,82,33,106,-1,-1,-1,-1
165,3,116,76,33,107,-1,-1,-1,-1
166,3,120,81,32,104,-1,-1,-1,-1
167,3,122,83,31,101,-1,-1,-1,-1
168,3,125,77,32,109,-1,-1,-1,-1
169,3,122,77,32,107,-1,-1,-1,-1
170,3,126,80,32,106,-1,-1,-1,-1
171,3,127,78,33,106,-1,-1,-1,-1
172,3,130,81,31,104,-1,-1,-1,-1
173,3,132,84,31,100,-1,-1,-1,-1
174,3,132,86,31,100,-1,-1,-1,-1
175,3,135,87,33,104,-1,-1,-1,-1
176,3,140,87,31,99,-1,-1,-1,-1
177,3,140,80,31,103,-1,-1,-1,-1
178,3,141,77,31,100,-1,-1,-1,-1
179,3,142,83,30,99,-1,-1,-1,-1
180,3,149,78,30,100,-1,-1,-1,-1
181,3,152,83,30,98,-1,-1,-1,-1
182,3,154,77,30,98,-1,-1,-1,-1
183,3,157,77,32,103,-1,-1,-1,-1
184,3,158,77,33,102,-1,-1,-1,-1
185,3,158,84,32,97,-1,-1,-1,-1
186,3,158,79,33,100,-1,-1,-1,-1
187,3,157,78,34,103,-1,-1,-1,-1
188,3,157,78,35,103,-1,-1,-1,-1
189,3,158,77,34,101,-1,-1,-1,-1
190,3,164,76,34,97,-1,-1,-1,-1
191,3,165,68,33,98,-1,-1,-1,-1
192,3,166,65,32,100,-1,-1,-1,-1
193,3,172,66,32,103,-1,-1,-1,-1
194,3,175,64,31,101,-1,-1,-1,-1
195,3,177,71,31,99,-1,-1,-1,-1
196,3,177,76,31,99,-1,-1,-1,-1
197,3,179,79,31,98,-1,-1,-1,-1
198,3,180,77,29,95,-1,-1,-1,-1
199,3,181,73,30,96,-1,-1,-1,-1
200,3,184,70,31,99,-1,-1,-1,-1
201,3,184,75,31,99,-1,-1,-1,-1
202,3,181,68,31,97,-1,-1,-1,-1
203,3,191,75,28,92,-1,-1,-1,-1
