145,1,299,55,52,226,-1,-1,-1,-1
146,1,296,33,55,251,-1,-1,-1,-1
147,1,297,41,54,240,-1,-1,-1,-1
148,1,300,49,51,227,-1,-1,-1,-1
149,1,300,49,51,230,-1,-1,-1,-1
150,1,298,34,53,253,-1,-1,-1,-1
151,1,300,43,51,240,-1,-1,-1,-1
152,1,298,39,53,245,-1,-1,-1,-1
153,1,296,46,55,229,-1,-1,-1,-1
154,1,293,52,52,218,-1,-1,-1,-1
155,1,289,60,51,208,-1,-1,-1,-1
156,1,283,56,53,219,-1,-1,-1,-1
157,1,276,55,55,220,-1,-1,-1,-1
158,1,267,56,57,217,-1,-1,-1,-1
159,1,261,59,59,211,-1,-1,-1,-1
160,1,257,60,62,210,-1,-1,-1,-1
161,1,252,58,66,214,-1,-1,-1,-1
162,1,249,59,68,212,-1,-1,-1,-1
163,1,246,58,71,214,-1,-1,-1,-1
164,1,243,55,74,219,-1,-1,-1,-1
165,1,241,58,73,213,-1,-1,-1,-1
166,1,233,60,72,208,-1,-1,-1,-1
167,1,230,63,67,200,-1,-1,-1,-1
168,1,226,61,66,204,-1,-1,-1,-1
169,1,219,54,68,218,-1,-1,-1,-1
170,1,216,57,63,213,-1,-1,-1,-1
171,1,211,56,62,215,-1,-1,-1,-1
172,1,209,62,57,200,-1,-1,-1,-1
173,1,200,63,57,197,-1,-1,-1,-1
174,1,193,62,59,199,-1,-1,-1,-1
175,1,190,63,60,198,-1,-1,-1,-1
176,1,187,64,62,195,-1,-1,-1,-1
177,1,185,66,64,192,-1,-1,-1,-1
178,1,180,65,66,195,-1,-1,-1,-1
179,1,178,66,68,195,-1,-1,-1,-1
180,1,174,63,70,200,-1,-1,-1,-1
181,1,169,62,71,202,-1,-1,-1,-1
182,1,165,60,70,204,-1,-1,-1,-1
183,1,163,63,65,196,-1,-1,-1,-1
184,1,161,63,62,195,-1,-1,-1,-1
185,1,156,62,62,198,-1,-1,-1,-1
186,1,153,63,59,196,-1,-1,-1,-1
187,1,150,62,58,198,-1,-1,-1,-1
188,1,149,65,55,190,-1,-1,-1,-1
189,1,144,65,54,189,-1,-1,-1,-1
190,1,134,66,56,187,-1,-1,-1,-1
191,1,128,67,59,188,-1,-1,-1,-1
192,1,124,68,61,186,-1,-1,-1,-1
193,1,121,67,63,188,-1,-1,-1,-1
194,1,117,65,66,192,-1,-1,-1,-1
195,1,115,65,68,192,-1,-1,-1,-1
196,1,113,63,69,195,-1,-1,-1,-1
197,1,111,63,68,193,-1,-1,-1,-1
198,1,108,67,64,184,-1,-1,-1,-1
199,1,107,69,60,180,-1,-1,-1,-1
200,1,101,70,58,177,-1,-1,-1,-1
201,1,95,69,58,181,-1,-1,-1,-1
202,1,87,62,61,197,-1,-1,-1,-1
203,1,83,58,61,204,-1,-1,-1,-1
